4FGL-v30,source_type,glat,glon,variability,significance,class1,association,flags,r95,trainer,Ep,Fp,d,diffuse,Ep_unc,d_unc,p_pulsar
4FGL J1349.5-6206,spp-pulsar,-0.000,309.675,16.733,6.247,spp,spp,"{3,4,5,6,14}",0.080,,0.192,51.223,0.385,,0.156,0.172,0.680
4FGL J1350.6-6224,psr,-0.327,309.733,6.708,30.447,PSR,psr,{3},0.026,pulsar,1.959,100.783,0.959,,0.269,0.177,1.000
4FGL J1350.8+3033,fsrq-fsrq,76.555,51.220,262.449,22.818,fsrq,fsrq,{},0.039,fsrq,0.100,2.923,0.087,,0.027,0.064,0.000
4FGL J1350.9-2757,unID-fsrq,33.098,318.635,8.477,6.188,,unID,{9},0.337,,0.688,0.123,0.539,,0.617,0.370,0.210
4FGL J1351.0+0029,fsrq-fsrq,59.760,333.626,121.902,7.999,fsrq,fsrq,{},0.075,fsrq,0.440,0.095,0.290,,0.568,0.236,0.000
4FGL J1351.2-6115,unID-pulsar,0.781,310.063,12.374,4.564,,unID,"{4,5,6,14}",0.132,,0.404,5.596,0.508,,0.413,0.275,0.660
4FGL J1351.3+1115,bll-bll,68.775,347.394,26.786,27.928,bll,bll,{},0.022,bll,11.289,1.024,0.151,,5.714,0.061,0.000
4FGL J1351.4-1529,bll-bll,44.971,323.569,21.030,10.593,bll,bll,{},0.060,bll,0.100,0.194,0.011,,,0.089,0.000
4FGL J1351.6-6142,unID-pulsar,0.340,310.001,16.784,14.383,,unID,"{3,14}",0.062,,0.949,33.125,0.605,,0.481,0.222,1.000
4FGL J1351.7-2912,unID-fsrq,31.838,318.439,80.549,12.795,bcu,unID,{},0.072,,0.361,0.598,0.349,,0.252,0.184,0.000
4FGL J1351.7+5542,bll-bll,59.411,106.182,26.838,9.026,bll,bll,{},0.051,bll,3.551,0.040,1.334,,0.708,0.555,0.000
4FGL J1351.9+2847,bll-bll,76.536,43.568,8.097,6.286,bll,bll,{},0.079,bll,5.898,0.012,0.320,,3.956,0.264,0.000
4FGL J1352.7-2742,unID-fsrq,33.224,319.182,55.555,8.161,bcu,unID,{},0.144,,0.100,2.698,0.330,,0.093,0.177,0.000
4FGL J1353.0-4413,bll-bll,17.267,314.424,29.189,20.456,bll,bll,{},0.031,bll,0.310,1.008,0.122,,0.386,0.072,0.000
4FGL J1353.2+3740,bll-bll,73.265,75.880,17.933,8.051,bll,bll,{},0.058,bll,3.820,0.028,0.634,,1.371,0.374,0.000
4FGL J1353.3+1434,bll-bll,70.885,354.991,42.378,17.935,bll,bll,{},0.035,bll,0.100,0.528,0.062,,0.231,0.073,0.000
4FGL J1353.3-5910,nov-pulsar,2.744,310.805,34.051,4.652,NOV,nov,{4},0.183,,0.938,0.704,1.954,,0.210,0.397,0.460
4FGL J1353.4+5600,bll-bll,59.046,106.042,15.708,8.104,bll,bll,{},0.042,bll,0.100,0.125,-0.100,,,0.082,0.000
4FGL J1353.5-6128,unID-pulsar,0.516,310.275,9.805,4.198,,unID,"{5,14}",0.066,,0.947,1.390,0.433,,1.571,0.394,0.610
4FGL J1353.6-6640,bll-bll,-4.541,309.044,14.608,27.400,bll,bll,{},0.021,bll,25.640,1.727,0.036,,56.138,0.047,0.000
4FGL J1353.7-3936,bll-bll,21.694,315.797,13.546,4.649,bll,bll,{},0.038,bll,28.460,0.032,0.842,,16.602,0.809,0.000
4FGL J1354.2+0353,unID-bll,62.345,338.525,11.735,4.055,,unID,{},0.051,,1000.000,0.016,-0.007,,,0.178,0.000
4FGL J1354.2+6934,unID-bll,46.584,115.025,6.461,6.727,bcu,unID,{},0.161,,0.320,0.018,0.195,,0.856,0.259,0.100
4FGL J1354.3-0206,fsrq-fsrq,57.062,332.833,25.173,8.687,fsrq,fsrq,{},0.196,fsrq,0.415,0.594,1.364,,0.118,0.622,0.020
4FGL J1354.4+3707,bll-bll,73.364,73.804,9.195,14.782,bll,bll,{},0.032,bll,0.100,0.148,0.001,,,0.083,0.000
4FGL J1354.7+0623,bll-bll,64.375,341.764,13.524,5.322,bll,bll,{},0.087,bll,4.038,0.013,0.287,,4.030,0.352,0.000
4FGL J1354.8-1041,fsrq-fsrq,49.169,327.180,197.772,24.001,fsrq,fsrq,{},0.040,fsrq,0.230,3.513,0.279,,0.143,0.100,0.000
4FGL J1355.8-6155,unID-pulsar,-0.001,310.426,21.457,5.157,,unID,"{1,4,5,12,14}",0.156,,1.924,3.225,1.980,,,,0.880
4FGL J1356.0-6747,unID-pulsar,-5.692,309.000,9.220,6.342,,unID,"{1,2}",0.234,,0.507,1.071,1.820,,0.162,1.225,0.880
4FGL J1356.2-2454,unID-fsrq,35.667,321.084,9.882,4.642,bcu,unID,{},0.123,,0.295,0.111,0.453,,0.300,0.330,0.040
4FGL J1356.2-1726,agn-bll,42.733,324.188,14.062,6.152,agn,agn,{},0.070,,4.464,0.067,1.794,,0.922,0.872,0.020
4FGL J1356.6+0234,unID-pulsar,60.908,338.158,17.788,10.519,,unID,{},0.089,,1.247,0.249,1.316,,0.232,0.474,0.680
4FGL J1356.9-6432,psr,-2.558,309.900,16.082,20.320,PSR,psr,{},0.049,pulsar,0.432,82.807,0.785,,0.076,0.134,0.920
4FGL J1357.1+1921,fsrq-fsrq,73.045,9.153,40.616,9.942,fsrq,fsrq,{2},0.075,fsrq,0.100,3.437,0.126,,0.012,0.174,0.000
4FGL J1357.3-6123,unID-pulsar,0.478,310.735,11.318,7.298,,unID,"{1,2,4,5,14}",0.117,,0.737,13.866,0.999,,0.334,0.446,0.990
4FGL J1357.5+0127,bll-bll,59.827,337.410,25.665,14.868,bll,bll,{},0.054,bll,1.333,0.241,0.243,,0.683,0.119,0.000
4FGL J1357.8-5724,unID-pulsar,4.316,311.814,15.106,5.534,,unID,{1},0.083,,1.165,0.306,1.409,,0.306,0.559,0.630
4FGL J1357.9-4907,unID-bll,12.316,313.975,12.901,4.370,,unID,{},0.057,,0.100,0.395,-0.085,,,0.111,0.000
4FGL J1358.0-7749,unID-fsrq,-15.419,306.526,9.106,7.908,,unID,{3},0.173,,0.591,0.141,0.366,,0.554,0.236,0.100
4FGL J1358.1+7642,fsrq-fsrq,39.778,118.009,118.519,18.644,fsrq,fsrq,{},0.039,fsrq,0.173,0.355,0.166,,0.253,0.104,0.000
4FGL J1358.2-6210,spp-pulsar,-0.304,310.640,8.537,12.742,spp,spp,"{1,14}",0.075,,0.560,31.728,0.389,,0.348,0.142,0.930
4FGL J1358.3-6026,psr,1.361,311.102,5.925,25.154,PSR,psr,{},0.036,pulsar,0.803,60.576,0.597,,0.204,0.127,1.000
4FGL J1358.9-0703,unID-bll,52.104,330.910,17.532,7.140,bcu,unID,{},0.082,,2.681,0.063,1.043,,0.702,0.510,0.060
4FGL J1359.1+5544,fsrq-fsrq,58.884,104.446,84.446,30.961,fsrq,fsrq,{},0.047,fsrq,0.100,3.706,0.143,,0.066,0.054,0.000
4FGL J1359.4+0202,fsrq-fsrq,60.090,338.802,60.546,6.027,fsrq,fsrq,{5},0.089,fsrq,0.560,0.095,0.441,,0.537,0.329,0.000
4FGL J1359.5-6615,unID-bll,-4.287,309.719,10.857,5.184,,unID,"{1,2}",0.093,,0.140,0.164,0.112,,0.676,0.172,0.000
4FGL J1359.7+4012,fsrq-fsrq,70.751,80.100,51.202,15.134,fsrq,fsrq,{},0.091,fsrq,0.149,0.817,0.351,,0.116,0.153,0.000
4FGL J1359.8-3746,bll-bll,23.149,317.581,53.712,19.724,bll,bll,{},0.025,bll,0.100,0.954,-0.042,,,0.047,0.000
4FGL J1359.9+3616,unID-bll,72.830,69.385,25.269,5.141,,unID,{},0.181,,0.100,0.369,0.018,,,0.200,0.000
4FGL J1400.0-2415,unID-pulsar,36.004,322.353,12.354,19.942,,unID,{},0.051,,2.157,1.052,1.236,,0.223,0.299,0.940
4FGL J1400.2-4010,bll-bll,20.816,316.915,4.650,7.573,bll,bll,{},0.046,bll,4.624,0.026,0.091,,7.658,0.152,0.000
4FGL J1400.4-6050,unID-pulsar,0.905,311.242,15.660,9.280,,unID,"{2,3,5,14}",0.102,,1.022,9.104,0.791,,0.492,0.343,1.000
4FGL J1400.5-6147,unID-pulsar,-0.007,310.999,3.434,4.853,,unID,"{4,5,6,14}",0.088,,1.028,4.059,0.777,,0.536,0.258,1.000
4FGL J1400.6-5605,unID-fsrq,5.490,312.525,84.087,15.705,bcu,unID,{},0.058,,0.100,6.014,0.187,,0.138,0.098,0.000
4FGL J1400.6-1432,msp,45.069,326.982,11.176,24.483,MSP,msp,{},0.043,pulsar,1.257,2.842,1.068,,0.116,0.185,0.990
4FGL J1401.1-3717,unID-bll,23.525,318.002,10.230,10.624,bcu,unID,{},0.041,,9.944,0.080,0.149,,9.297,0.176,0.000
4FGL J1401.2-0915,fsrq-fsrq,49.874,330.265,18.218,11.046,fsrq,fsrq,{},0.055,fsrq,2.911,0.111,0.534,,0.884,0.306,0.010
4FGL J1401.2-6116,unID-pulsar,0.474,311.219,10.739,6.239,,unID,"{1,2,5,14}",0.110,,2.582,3.663,1.950,,0.478,0.474,0.980
4FGL J1401.3-5012,unID-fsrq,11.129,314.230,10.888,6.154,,unID,{},0.089,,0.463,0.252,0.453,,0.344,0.280,0.160
4FGL J1401.6-4645,unID-fsrq,14.421,315.245,15.558,6.491,,unID,{},0.099,,0.100,2.154,-0.100,,,0.089,0.000
4FGL J1401.7-3217,unID-bll,28.271,319.791,44.605,8.021,,unID,{},0.140,,1.795,0.071,0.381,,1.148,0.290,0.000
4FGL J1401.9-6130,unID-bll,0.228,311.238,9.179,4.446,,unID,"{5,6}",0.071,,3.855,0.734,0.483,,2.761,0.437,0.150
4FGL J1402.5-1827,unID-fsrq,41.258,325.595,15.907,7.590,bcu,unID,{},0.101,,0.100,0.531,0.233,,0.205,0.186,0.050
4FGL J1402.6+1600,bll-bll,70.094,2.589,21.587,8.368,bll,bll,{},0.051,bll,0.100,0.022,0.014,,3.128,0.119,0.000
4FGL J1402.6-3330,fsrq-fsrq,27.056,319.569,23.256,8.534,fsrq,fsrq,{3},0.187,fsrq,0.309,1.625,1.716,,0.073,0.765,0.040
4FGL J1402.7+1306,msp,68.212,356.402,20.107,11.643,msp,msp,{12},0.099,pulsar,1.589,0.268,1.998,,,,0.740
4FGL J1403.2-5758,unID-fsrq,3.571,312.358,12.796,5.088,,unID,{5},0.157,,0.160,1.619,0.349,,0.235,0.263,0.070
4FGL J1403.4+4319,bll-bll,68.218,85.622,14.394,5.493,bll,bll,{},0.041,bll,82.079,0.018,0.305,,133.097,0.267,0.000
4FGL J1403.5-6236,unID-pulsar,-0.883,311.116,22.709,16.094,,unID,"{3,14}",0.043,,2.390,18.092,1.814,,0.235,0.402,0.910
4FGL J1403.7+2429,unID-bll,73.530,27.780,7.441,4.295,,unID,{},0.052,,1000.000,0.043,0.074,,42664.719,0.238,0.000
4FGL J1404.4-6159,spp-pulsar,-0.319,311.398,7.805,10.527,spp,spp,"{1,2,5,14}",0.112,,0.363,99.230,0.575,,0.150,0.174,0.950
4FGL J1404.8-5237,unID-pulsar,8.652,314.074,8.258,12.384,,unID,{},0.054,,1.024,0.827,0.506,,0.388,0.194,0.860
4FGL J1404.8+6554,bll-bll,49.562,111.499,45.223,24.707,bll,bll,{},0.024,bll,5.383,0.214,0.164,,2.214,0.075,0.000
4FGL J1404.8+0402,bll-bll,61.004,343.349,46.321,21.781,bll,bll,{},0.030,bll,1.062,0.375,0.026,,3.430,0.055,0.000
4FGL J1405.0-1544,unID-fsrq,43.561,327.724,13.230,4.519,,unID,{},0.263,,0.402,0.094,0.459,,0.393,0.345,0.080
4FGL J1405.1-6119,hmb-pulsar,0.284,311.659,7.060,26.237,HMB,hmb,{5},0.026,,0.449,964.240,0.541,,0.088,0.078,0.910
4FGL J1405.3-0640,unID-bll,51.753,333.481,11.952,7.872,bcu,unID,{},0.094,,1.747,0.038,0.153,,2.425,0.178,0.040
4FGL J1405.3-6008,unID-bll,1.417,312.012,18.853,4.147,,unID,{2},0.128,,5.158,0.122,0.202,,7.400,0.240,0.000
4FGL J1405.9-1853,unID-bll,40.565,326.363,15.532,6.105,,unID,{},0.046,,3.998,0.016,0.118,,7.749,0.259,0.000
4FGL J1406.1-2508,bll-bll,34.717,323.593,32.998,14.373,bll,bll,{},0.027,bll,2.625,0.163,0.169,,1.517,0.107,0.000
4FGL J1406.2-7500,unID-bll,-12.848,307.812,8.912,4.486,,unID,{},0.340,,0.100,0.742,0.164,,0.083,0.239,0.140
4FGL J1406.4-1654,unID-bll,42.350,327.539,18.819,5.121,bcu,unID,{},0.093,,1.454,0.027,0.279,,1.442,0.258,0.000
4FGL J1406.5-0054,bll-bll,56.650,338.776,6.732,4.741,bll,bll,{3},0.081,bll,0.100,0.431,-0.060,,,0.144,0.000
4FGL J1406.6-3934,bll-bll,21.033,318.371,26.318,6.960,bll,bll,{},0.058,bll,29.692,0.085,0.879,,14.060,0.668,0.000
4FGL J1406.9+1643,bll-bll,69.665,6.046,20.005,10.938,bll,bll,{},0.077,bll,13.391,0.096,0.353,,6.838,0.201,0.000
4FGL J1407.5-2706,bll-bll,32.765,323.126,9.962,5.232,bll,bll,{},0.188,bll,1000.000,0.265,-0.100,,,0.111,0.000
4FGL J1407.6-4301,bll-bll,17.690,317.444,57.545,15.028,bll,bll,{},0.043,bll,0.932,0.256,0.104,,1.227,0.089,0.000
4FGL J1407.7-3017,unID-pulsar,29.759,321.905,19.710,10.168,,unID,{2},0.168,,0.557,0.742,1.393,,0.110,0.411,0.590
4FGL J1408.0+3834,unID-bll,70.315,73.327,10.686,4.290,,unID,{},0.103,,15.761,0.005,0.281,,17.950,0.340,0.000
4FGL J1408.6-2917,unID-fsrq,30.629,322.507,9.274,11.296,,unID,{},0.129,,0.100,2.865,0.280,,0.088,0.139,0.160
4FGL J1408.7+3617,unID-fsrq,71.238,66.939,13.375,5.024,bcu,unID,{},0.071,,0.100,0.200,-0.070,,,0.129,0.000
4FGL J1408.7-3747,unID-pulsar,22.601,319.387,8.125,11.926,,unID,{},0.074,,1.084,0.410,0.981,,0.220,0.309,0.910
4FGL J1408.9-0751,fsrq-fsrq,50.296,333.894,1392.437,58.191,fsrq,fsrq,{},0.023,fsrq,0.396,34.904,0.206,,0.123,0.039,0.000
4FGL J1408.9-5845,unID-bll,2.620,312.855,10.790,5.262,,unID,"{4,6}",0.096,,0.100,4.463,0.031,,,0.140,0.020
4FGL J1409.7+5940,bll-bll,54.785,105.868,14.571,5.783,bll,bll,{3},0.095,bll,0.145,0.010,0.088,,1.739,0.323,0.000
4FGL J1409.8+7921,unID-bll,37.090,118.474,9.997,4.070,,unID,{},0.053,,11.000,0.005,0.857,,5.973,0.718,0.000
4FGL J1410.1+0202,bll-bll,58.619,343.171,49.653,18.176,bll,bll,{},0.046,bll,0.562,0.645,0.299,,0.256,0.111,0.000
4FGL J1410.3+1438,bll-bll,67.789,2.710,16.005,13.882,bll,bll,{},0.069,bll,1.477,0.140,0.195,,0.907,0.116,0.000
4FGL J1410.3+6058,bll-bll,53.624,106.895,18.425,5.505,bll,bll,{},0.053,bll,35.712,0.013,0.529,,35.926,0.525,0.000
4FGL J1410.4+2820,bll-bll,72.485,41.497,20.466,11.568,bll,bll,{},0.046,bll,1.398,0.052,0.115,,1.867,0.142,0.000
4FGL J1410.5+6215,unID-bll,52.501,107.947,13.523,4.419,bcu,unID,{},0.051,,0.100,0.094,-0.100,,,0.094,0.000
4FGL J1410.7+7405,unID-bll,41.915,115.754,13.597,22.925,,unID,{},0.025,,8.926,0.443,0.564,,1.738,0.168,0.200
4FGL J1411.5-0723,bll-bll,50.399,335.124,10.158,7.958,bll,bll,{},0.045,bll,1000.000,0.044,-0.021,,,0.148,0.000
4FGL J1411.5-6133,psr,-0.152,312.325,7.350,7.370,PSR,psr,"{2,5}",0.085,pulsar,0.626,54.040,0.777,,0.298,0.255,1.000
4FGL J1411.8+5249,bll-bll,60.261,98.174,39.861,13.120,bll,bll,{},0.043,bll,0.100,0.140,0.026,,0.023,0.091,0.000
4FGL J1412.0+3836,unID-bll,69.621,72.298,27.195,8.299,bcu,unID,{},0.061,,11.316,0.018,0.229,,10.244,0.196,0.000
4FGL J1412.1-6631,unID-pulsar,-4.900,310.858,12.435,16.413,,unID,{},0.058,,1.840,1.812,0.863,,0.309,0.220,0.980
4FGL J1412.1+7427,bll-bll,41.547,115.834,20.084,12.206,bll,bll,{5},0.049,bll,0.100,0.103,0.047,,0.457,0.091,0.000
4FGL J1412.2+2132,unID-fsrq,70.783,20.435,28.201,4.741,bcu,unID,{},0.137,,0.994,0.022,0.416,,0.947,0.469,0.020
4FGL J1412.2-6018,unID-fsrq,1.011,312.790,5.421,4.454,,unID,{},0.058,,0.100,0.825,-0.041,,,0.112,0.000
4FGL J1412.9+5018,unID-bll,62.096,94.550,27.010,5.399,bcu,unID,{},0.176,,0.100,0.188,0.116,,0.047,0.227,0.000
4FGL J1413.1-6519,sey-bll,-3.802,311.329,15.026,9.519,sey,sey,{5},0.045,,0.100,1.159,0.010,,,0.097,0.000
4FGL J1413.5-6205,psr,-0.733,312.378,5.406,104.264,PSR,psr,{},0.011,pulsar,1.500,3511.060,0.670,,0.070,0.038,1.000
4FGL J1413.5-2820,unID-fsrq,31.136,324.071,15.815,4.236,,unID,{},0.201,,0.100,0.871,0.307,,0.113,0.310,0.020
4FGL J1413.9-6705,unID-fsrq,-5.501,310.849,13.699,4.531,,unID,"{4,5,14}",0.157,,0.821,0.283,1.068,,0.374,0.664,0.230
4FGL J1415.2-5550,unID-fsrq,5.128,314.565,24.223,4.809,,unID,"{2,4}",0.143,,0.520,0.952,1.740,,0.183,0.904,0.360
4FGL J1415.3-6110,unID-pulsar,0.065,312.872,15.300,4.577,,unID,"{2,5,6}",0.057,,0.712,7.471,0.501,,0.638,0.316,0.900
4FGL J1415.4-6458,unID-pulsar,-3.546,311.666,13.116,10.360,,unID,{},0.059,,2.880,0.529,0.836,,0.788,0.362,0.690
4FGL J1415.5+4830,bll-bll,63.105,91.213,169.413,31.012,bll,bll,{},0.026,bll,5.783,0.604,0.145,,2.269,0.057,0.000
4FGL J1415.9-1002,fsrq-fsrq,47.555,334.643,13.358,5.185,fsrq,fsrq,"{3,12}",0.267,fsrq,0.572,0.209,2.000,,,,0.090
4FGL J1415.9-1504,unID-bll,43.082,331.393,10.180,6.634,,unID,{},0.118,,2.379,0.052,0.699,,1.033,0.584,0.080
4FGL J1416.1+1320,unID-bll,65.892,2.274,1838.228,50.969,bcu,unID,{2},0.052,,0.950,5.204,0.064,,0.572,0.030,0.000
4FGL J1416.1-2417,bll-bll,34.664,326.525,22.559,10.588,bll,bll,{},0.037,bll,17.265,0.099,0.169,,16.968,0.136,0.000
4FGL J1416.4-6123,unID-fsrq,-0.178,312.934,6.011,4.420,,unID,{6},0.038,,0.100,1.155,0.048,,0.682,0.133,0.000
4FGL J1416.7-5023,unID-pulsar,10.213,316.554,5.904,14.693,,unID,{},0.054,,0.910,1.321,0.613,,0.247,0.181,0.970
4FGL J1417.3+6059,unID-bll,53.167,105.700,15.728,5.171,,unID,{},0.102,,0.100,0.018,0.074,,0.650,0.349,0.000
4FGL J1417.6-4403,msp,16.132,318.886,5.256,25.057,msp,msp,{},0.038,pulsar,0.978,2.545,0.521,,0.189,0.117,1.000
4FGL J1417.7-6057,unID-bll,0.178,313.222,9.225,8.920,,unID,"{1,5}",0.045,,1000.000,27.953,-0.080,,,0.048,0.050
4FGL J1417.9+2543,bll-bll,70.599,33.696,17.361,17.984,bll,bll,{},0.025,bll,111.530,1.499,0.275,,96.162,0.120,0.000
4FGL J1418.2-5400,unID-pulsar,6.721,315.577,3.573,8.517,,unID,"{2,3,9}",0.213,,0.333,3.289,0.906,,0.134,0.391,0.690
4FGL J1418.4-0233,bll-bll,53.655,341.580,91.214,66.275,bll,bll,{},0.013,bll,17.493,26.815,0.171,,4.712,0.029,0.000
4FGL J1418.4+3543,fsrq-fsrq,69.599,63.212,1735.150,62.074,FSRQ,fsrq,{},0.015,fsrq,0.420,7.588,0.098,,0.209,0.029,0.000
4FGL J1418.7-3504,fsrq-fsrq,24.469,322.457,24.104,10.687,fsrq,fsrq,{},0.153,fsrq,0.206,1.550,0.633,,0.105,0.254,0.020
4FGL J1418.7-6057,psr,0.131,313.331,13.252,42.159,PSR,psr,{2},0.011,pulsar,1.112,10495.609,0.714,,0.097,0.051,1.000
4FGL J1418.7-6110,unID-pulsar,-0.068,313.263,5.810,5.500,,unID,"{1,5,14}",0.058,,0.645,52.117,0.646,,0.325,0.203,1.000
4FGL J1418.9+7731,bll-bll,38.575,117.026,31.569,20.589,bll,bll,{},0.025,bll,10.249,0.239,0.452,,2.663,0.134,0.000
4FGL J1419.2-6029,unID-bll,0.561,313.542,13.190,5.819,,unID,"{1,5}",0.096,,0.299,2.499,0.134,,1.020,0.159,0.060
4FGL J1419.3+0444,bll-bll,59.338,349.930,6.312,10.605,bll,bll,"{3,10}",0.043,bll,10.130,0.074,0.411,,4.549,0.384,0.000
4FGL J1419.4-0838,fsrq-fsrq,48.357,336.806,624.982,61.421,fsrq,fsrq,{},0.021,fsrq,0.323,24.619,0.172,,0.101,0.034,0.000
4FGL J1419.5+2527,unID-bll,70.204,33.077,81.443,6.971,,unID,{5},0.067,,7.695,0.021,0.136,,9.777,0.205,0.000
4FGL J1419.5+3821,fsrq-fsrq,68.413,69.848,45.018,18.201,fsrq,fsrq,{},0.048,fsrq,0.100,2.081,0.082,,0.031,0.087,0.000
4FGL J1419.6-5153,unID-fsrq,8.643,316.493,4.563,14.579,bcu,unID,{},0.047,,0.105,4.067,0.189,,0.160,0.108,0.120
4FGL J1419.8+5423,bll-bll,58.303,98.299,335.241,45.325,bll,bll,{},0.022,bll,0.100,6.007,0.119,,0.087,0.043,0.000
4FGL J1420.0-6048,psr,0.231,313.529,19.647,12.233,PSR,psr,"{2,5}",0.020,pulsar,0.707,1996.432,0.641,,0.135,0.089,0.950
4FGL J1420.3+0612,bll-bll,60.258,352.232,23.273,6.835,bll,bll,{},0.093,bll,0.100,1.210,-0.100,,,0.093,0.000
4FGL J1420.7-6701,unID-fsrq,-5.658,311.503,7.815,4.188,,unID,"{4,5,14}",0.133,,0.242,0.357,0.328,,0.334,0.226,0.060
4FGL J1420.8-3729,unID-bll,22.062,321.945,15.335,4.273,,unID,{},0.073,,8.334,0.019,0.741,,4.070,0.645,0.000
4FGL J1420.9-7920,unID-fsrq,-17.219,307.156,16.731,13.777,bcu,unID,{},0.050,,0.147,1.233,0.228,,0.183,0.117,0.020
4FGL J1420.9-6127,unID-bll,-0.424,313.414,8.608,5.748,,unID,"{5,6}",0.072,,0.100,1.499,0.035,,0.570,0.100,0.000
4FGL J1420.9-2431,unID-bll,34.013,327.635,6.064,11.033,,unID,{},0.059,,1.242,0.181,0.450,,0.514,0.214,0.280
4FGL J1421.1-4614,unID-pulsar,13.863,318.700,13.995,10.981,bcu,unID,{},0.079,,0.535,0.563,0.504,,0.247,0.205,0.570
4FGL J1421.1-1120,unID-fsrq,45.804,335.384,37.031,13.108,bcu,unID,{},0.051,,0.561,0.416,0.329,,0.321,0.150,0.030
4FGL J1421.1+3859,fsrq-fsrq,67.862,71.025,30.472,5.390,fsrq,fsrq,"{3,5}",0.116,fsrq,1.188,0.026,1.468,,0.577,1.164,0.030
4FGL J1421.4-1655,unID-bll,40.829,331.876,10.292,4.927,,unID,{},0.066,,25.751,0.071,1.402,,12.059,1.045,0.000
4FGL J1421.6-4819,unID-fsrq,11.877,318.035,15.492,6.607,bcu,unID,{},0.216,,0.263,1.143,0.846,,0.137,0.437,0.140
4FGL J1422.3-6059,unID-bll,-0.041,313.737,13.346,4.453,,unID,"{5,14}",0.072,,0.267,7.509,0.221,,0.435,0.139,0.170
4FGL J1422.5-6137,psr,-0.648,313.530,10.712,51.474,PSR,psr,{},0.015,pulsar,3.264,350.807,1.098,,0.154,0.097,0.960
4FGL J1422.5+3223,fsrq-fsrq,69.584,53.341,9817.706,120.191,fsrq,fsrq,{},0.011,fsrq,0.156,103.268,0.104,,0.051,0.016,0.000
4FGL J1422.6+5801,bll-bll,55.211,101.849,7.888,15.462,bll,bll,{},0.032,bll,19.832,0.129,0.366,,9.145,0.142,0.000
4FGL J1422.6+8150,unID-bll,34.595,119.101,7.167,5.829,bcu,unID,{},0.078,,3.631,0.012,1.277,,0.964,0.759,0.050
4FGL J1423.1+3738,bll-bll,68.049,67.308,251.818,22.901,bll,bll,{},0.025,bll,2.019,0.334,0.281,,0.562,0.099,0.000
4FGL J1423.3-5655,spp-pulsar,3.734,315.256,13.564,6.716,spp,spp,{},0.206,,0.393,5.369,1.797,,0.091,0.554,0.620
4FGL J1423.5+4524,unID-bll,64.134,83.937,13.492,7.236,bcu,unID,{},0.087,,1.575,0.013,0.228,,1.552,0.230,0.000
4FGL J1423.5-7829,fsrq-fsrq,-16.469,307.597,212.261,19.126,fsrq,fsrq,{},0.172,fsrq,0.343,1.098,0.226,,0.297,0.103,0.000
4FGL J1423.7-4458,unID-bll,14.895,319.601,14.641,4.317,,unID,{},0.094,,0.100,0.217,0.017,,,0.169,0.000
4FGL J1424.1-1750,bll-bll,39.725,332.073,32.472,8.875,bll,bll,{},0.071,bll,12.635,0.060,0.115,,17.796,0.138,0.000
4FGL J1424.2+0433,bll-bll,58.403,351.456,216.262,25.336,bll,bll,{},0.046,bll,1.573,1.003,0.318,,0.346,0.087,0.000
4FGL J1424.2-6111,unID-pulsar,-0.314,313.875,7.170,5.264,,unID,"{1,3,4,5,6,14}",0.146,,1.104,8.976,1.469,,0.360,0.572,1.000
4FGL J1424.5+3433,bll-bll,68.746,59.091,7.880,5.329,bll,bll,{},0.068,bll,11.886,0.022,1.508,,3.781,0.885,0.000
4FGL J1424.5+3705,bll-bll,67.985,65.668,5.340,4.561,bll,bll,{},0.071,bll,90.679,0.018,0.275,,196.112,0.349,0.000
4FGL J1424.6+1447,bll-bll,65.045,8.007,46.688,10.747,bll,bll,{2},0.115,bll,5.596,0.087,0.244,,3.059,0.173,0.000
4FGL J1424.8+4910,unID-fsrq,61.550,89.996,14.504,5.207,,unID,"{3,9}",0.435,,0.100,0.089,0.224,,0.247,0.237,0.010
4FGL J1424.8-6536,unID-fsrq,-4.471,312.380,10.490,5.551,,unID,"{1,14}",0.139,,0.145,0.886,0.266,,0.252,0.216,0.100
4FGL J1424.8-8012,unID-pulsar,-18.083,306.999,7.710,7.495,,unID,{12},0.118,,2.414,0.127,2.000,,,,0.640
4FGL J1424.8-6808,unID-fsrq,-6.841,311.479,145.985,28.189,bcu,unID,{},0.026,,0.377,14.277,0.425,,0.095,0.084,0.000
4FGL J1425.0+3615,bll-bll,68.179,63.471,9.351,26.608,bll,bll,{},0.025,bll,10.196,0.750,0.228,,3.594,0.081,0.000
4FGL J1425.4-0119,bll-bll,53.643,345.189,18.719,6.397,bll,bll,{},0.052,bll,9.262,0.034,1.033,,3.227,0.583,0.000
4FGL J1425.8+1423,fsrq-fsrq,64.587,7.601,17.391,4.863,fsrq,fsrq,{},0.148,fsrq,1.240,0.030,0.486,,1.549,0.611,0.000
4FGL J1426.1+3403,bll-bll,68.530,57.562,21.103,17.628,bll,bll,{},0.043,bll,0.975,0.151,0.103,,1.178,0.089,0.000
4FGL J1426.4+3625,fsrq-fsrq,67.843,63.672,19.521,4.717,fsrq,fsrq,{5},0.087,fsrq,0.100,0.298,0.148,,0.152,0.218,0.000
4FGL J1427.0+2348,bll-bll,68.204,29.493,370.873,163.711,BLL,bll,{},0.009,bll,16.579,443.878,0.114,,2.933,0.011,0.010
4FGL J1427.4-1823,unID-bll,38.870,332.659,15.265,11.620,bcu,unID,{},0.038,,7.986,0.106,0.165,,5.956,0.136,0.000
