4FGL-DR4,source_type,glat,glon,variability,significance,class1,assoc_prob,association,flags,r95,trainer,Ep,Fp,d,diffuse,Ep_unc,d_unc,p_pulsar
4FGL J1312.6-1900,bcu_unk-blazar,43.570,309.854,14.796,6.519,bcu,0.997,bcu_unk,{},0.072,,1000.000,0.033,0.008,-0.010,,0.125,0.000
4FGL J1312.6+4828,bcu_unk-blazar,68.263,113.396,4167.943,64.325,bcu,1.000,bcu_unk,{},0.015,,0.462,7.886,0.120,-0.609,0.185,0.031,0.000
4FGL J1312.7+0050,msp,63.220,314.828,11.626,48.594,MSP,1.000,msp,{},0.024,pulsar,1.276,17.535,1.001,-0.381,0.075,0.106,0.980
4FGL J1312.8-2350,bll-blazar,38.766,309.205,13.384,22.007,bll,1.000,bll,{},0.023,blazar,17.677,0.671,0.183,0.105,10.873,0.093,0.000
4FGL J1312.8-0425,fsrq-blazar,58.030,313.058,714.394,49.873,fsrq,0.999,fsrq,{},0.037,blazar,0.420,11.675,0.366,-0.319,0.094,0.067,0.000
4FGL J1313.2-4437,unID-blazar,18.075,307.012,10.107,4.945,,0.000,unID,{9},0.101,,6.002,0.008,0.164,0.128,9.625,0.275,0.030
4FGL J1313.6+0159,bll-blazar,64.306,315.846,14.994,4.690,bll,0.987,bll,{},0.123,blazar,0.100,0.207,0.116,-0.381,0.094,0.211,0.000
4FGL J1314.1+6854,unID-blazar,48.081,119.872,7.677,4.417,,0.000,unID,{},0.051,,1000.000,0.312,-0.044,-0.637,,0.194,0.000
4FGL J1314.7-0901,bcu_unk-blazar,53.401,312.613,23.915,5.819,bcu,0.998,bcu_unk,{},0.064,,13.952,0.020,0.350,-0.264,11.162,0.311,0.000
4FGL J1314.7+2348,bll-blazar,83.782,1.995,45.948,46.236,bll,1.000,bll,{},0.022,blazar,2.069,2.237,0.159,-0.684,0.521,0.047,0.000
4FGL J1315.0-4236,bll-blazar,20.048,307.558,24.569,18.641,bll,1.000,bll,{},0.022,blazar,319.639,0.731,0.072,0.179,1382.770,0.092,0.000
4FGL J1315.1-5333,bll-blazar,9.142,306.500,388.413,31.435,bll,1.000,bll,{},0.038,blazar,0.385,12.086,0.293,0.658,0.161,0.074,0.000
4FGL J1315.4+8453,bcu_unk-blazar,32.212,122.300,13.803,6.426,bcu,0.972,bcu_unk,{2},0.136,,0.100,0.130,0.147,-0.069,0.302,0.259,0.010
4FGL J1315.5+1135,bll-blazar,73.464,324.133,16.355,11.937,bll,0.995,bll,{},0.050,blazar,9.681,0.103,0.320,-0.323,4.745,0.190,0.030
4FGL J1315.7-6220,unID-blazar,0.393,305.747,14.081,5.661,,0.000,unID,"{1,4,5,6,14}",0.118,,0.320,11.417,0.542,1.392,0.239,0.231,0.290
4FGL J1315.9-0732,bll-blazar,54.821,313.515,76.700,19.536,bll,0.998,bll,{},0.027,blazar,4.824,0.351,0.299,-0.251,1.477,0.111,0.000
4FGL J1315.9-6349,bcu_unk-blazar,-1.086,305.633,19.689,6.356,bcu,0.934,bcu_unk,"{3,6}",0.094,,0.100,17.868,-0.017,1.307,,0.115,0.000
4FGL J1315.9-6243,unID-pulsar,0.014,305.742,5.440,8.989,,0.000,unID,"{1,2,5,14}",0.103,,0.599,9.653,0.485,1.444,0.454,0.221,0.900
4FGL J1316.1-3338,fsrq-blazar,28.954,308.798,926.081,58.689,fsrq,0.999,fsrq,{},0.019,blazar,0.102,25.707,0.123,-0.007,0.086,0.037,0.000
4FGL J1316.5+3013,bcu_unk-blazar,83.677,63.741,6.210,4.755,bcu,0.924,bcu_unk,{},0.074,,5.073,0.009,1.327,-0.644,1.933,1.790,0.090
4FGL J1316.7+2054,bcu_unk-blazar,81.512,347.188,17.627,4.503,bcu,0.997,bcu_unk,{3},0.073,,0.100,0.306,-0.100,-0.368,,0.109,0.000
4FGL J1317.1+6613,bcu_unk-blazar,50.702,118.848,11.802,6.021,bcu,0.820,bcu_unk,{},0.092,,0.100,0.177,-0.086,-0.619,,0.132,0.000
4FGL J1317.5-0153,unID-pulsar,60.304,316.168,7.276,9.115,,0.490,unID,{2},0.129,,1.494,0.156,1.454,-0.374,0.251,0.628,0.980
4FGL J1317.5-6316,unID-pulsar,-0.555,305.859,16.848,21.679,,0.000,unID,{14},0.046,,1.516,28.404,1.189,1.361,0.203,0.257,0.700
4FGL J1317.6+3428,fsrq-blazar,80.762,87.125,168.921,18.099,fsrq,0.993,fsrq,{},0.067,blazar,0.100,2.072,0.132,-0.653,0.064,0.094,0.000
4FGL J1317.6+7450,bcu_unk-blazar,42.172,120.624,12.308,7.149,bcu,0.986,bcu_unk,{},0.082,,1.866,0.012,0.401,-0.548,1.140,0.356,0.050
4FGL J1318.1-3937,unID-blazar,22.950,308.507,26.374,5.837,,0.000,unID,"{1,2}",0.191,,0.100,1.415,-0.046,0.137,,0.188,0.000
4FGL J1318.1-1740,bcu_unk-blazar,44.728,311.904,13.975,7.122,bcu,0.971,bcu_unk,{},0.121,,1.290,0.064,0.431,-0.068,0.674,0.262,0.410
4FGL J1318.2+6754,bcu_unk-blazar,49.013,119.099,109.706,10.682,bcu,0.978,bcu_unk,{},0.071,,1.772,0.030,0.391,-0.601,0.796,0.215,0.000
4FGL J1318.3-1148,unID-blazar,50.518,313.339,23.254,4.717,,0.000,unID,{9},0.221,,3.179,0.021,0.145,-0.279,4.292,0.190,0.000
4FGL J1318.5-6352,unID-blazar,-1.157,305.909,4.974,4.490,,0.000,unID,{},0.087,,10.117,0.142,0.449,1.200,6.141,0.393,0.120
4FGL J1318.7-1234,bcu_unk-blazar,49.740,313.285,23.586,20.694,bcu,0.997,bcu_unk,{},0.039,,1.412,0.418,0.185,-0.254,0.723,0.091,0.000
4FGL J1318.8+2534,unID-blazar,83.656,20.238,13.249,4.471,,0.000,unID,{},0.310,,0.100,0.694,0.214,-0.661,0.036,0.296,0.000
4FGL J1318.9-4556,unID-blazar,16.659,307.925,13.294,5.756,,0.000,unID,"{3,9}",0.063,,0.100,1.333,-0.015,0.178,,0.140,0.000
4FGL J1319.5-0045,bcu_unk-blazar,61.305,317.672,52.380,11.468,bcu,0.000,bcu_unk,{},0.051,,0.100,0.660,0.086,-0.407,0.084,0.150,0.000
4FGL J1319.5+1404,bll-blazar,75.384,331.033,23.944,11.629,bll,0.997,bll,{},0.055,blazar,5.854,0.060,0.276,-0.355,3.134,0.264,0.000
4FGL J1319.8+7759,bll-blazar,39.035,121.032,37.782,20.717,bll,0.985,bll,{},0.037,blazar,0.100,0.168,-0.016,-0.445,,0.058,0.000
4FGL J1320.3-6410,unID-pulsar,-1.477,306.076,19.127,6.611,,0.000,unID,"{4,6,14}",0.135,,1.123,2.194,1.429,1.161,0.302,0.575,0.720
4FGL J1320.7+3314,fsrq-blazar,81.206,78.698,43.937,7.236,fsrq,,fsrq,{},0.115,blazar,0.261,0.121,0.403,-0.607,0.378,0.360,0.000
4FGL J1321.1-6239,unID-pulsar,0.016,306.336,10.885,8.323,,0.000,unID,"{1,14}",0.139,,0.758,5.668,0.528,1.489,0.505,0.240,0.990
4FGL J1321.1+2216,fsrq-blazar,81.688,358.875,401.669,57.503,fsrq,1.000,fsrq,{},0.024,blazar,0.100,24.487,0.139,-0.585,0.069,0.038,0.000
4FGL J1321.3-2641,fsrq-blazar,35.694,311.157,13.216,6.691,fsrq,0.923,fsrq,{2},0.089,blazar,0.100,1.228,-0.100,-0.075,,0.098,0.000
4FGL J1321.9+3219,bll-blazar,81.586,72.951,39.930,9.453,bll,0.912,bll,{2},0.249,blazar,0.100,0.051,0.036,-0.590,0.449,0.123,0.000
4FGL J1322.0+8317,fsrq-blazar,33.780,121.860,122.159,10.236,fsrq,0.996,fsrq,{},0.056,blazar,0.412,0.110,0.265,-0.088,0.480,0.187,0.040
4FGL J1322.0-4624,unID-pulsar,16.131,308.417,13.934,4.356,,0.000,unID,{},0.069,,2.750,0.044,0.945,0.177,1.028,0.622,0.890
4FGL J1322.0-5921,bcu_unk-blazar,3.282,306.833,9.098,4.269,bcu,0.989,bcu_unk,{},0.152,,3.196,0.041,0.368,0.844,3.550,0.399,0.020
4FGL J1322.2+0842,fsrq-blazar,70.191,325.910,43.296,11.242,fsrq,0.999,fsrq,{},0.054,blazar,1.417,0.088,0.193,-0.338,1.163,0.145,0.000
4FGL J1322.3-0606,bcu_unk-pulsar,55.935,316.741,16.460,13.016,bcu,0.998,bcu_unk,{},0.054,,3.285,0.119,0.636,-0.299,0.841,0.243,0.510
4FGL J1322.6-0936,fsrq-blazar,52.493,315.635,480.372,22.636,fsrq,0.998,fsrq,{},0.040,blazar,0.115,7.172,0.327,-0.224,0.071,0.104,0.000
4FGL J1322.6-1418,bcu_unk-blazar,47.876,314.251,5.716,5.417,bcu,0.989,bcu_unk,{},0.079,,3.010,0.012,0.244,-0.143,2.962,0.263,0.080
4FGL J1322.6-1617,bcu_unk-blazar,45.924,313.745,19.355,7.727,bcu,0.998,bcu_unk,{},0.054,,3.557,0.040,0.341,-0.123,2.039,0.268,0.000
4FGL J1322.9+0437,bll-blazar,66.280,322.785,17.128,8.755,bll,0.997,bll,{},0.057,blazar,6.347,0.063,1.081,-0.317,1.627,0.598,0.000
4FGL J1323.0+2941,bcu_unk-blazar,82.596,54.994,24.331,45.220,bcu,0.999,bcu_unk,{},0.019,,0.284,3.694,0.103,-0.619,0.222,0.039,0.000
4FGL J1323.9+1405,bll-blazar,74.919,334.691,28.378,20.234,bll,0.997,bll,{},0.029,blazar,8.605,0.429,0.267,-0.341,3.202,0.111,0.000
4FGL J1324.5-2338,unID-blazar,38.607,312.654,18.980,5.870,,0.000,unID,"{3,10}",0.040,,1000.000,0.280,-0.100,0.032,,0.090,0.000
4FGL J1324.6-2525,unID-blazar,36.847,312.303,10.837,4.357,,0.000,unID,{},0.072,,0.100,0.073,-0.100,-0.074,,0.191,0.000
4FGL J1324.9+4748,fsrq-blazar,68.308,107.576,104.332,13.005,fsrq,0.930,fsrq,{2},0.155,blazar,0.100,2.667,0.104,-0.628,0.008,0.114,0.000
4FGL J1325.3+6621,bll-blazar,50.418,117.605,9.871,4.606,bll,0.998,bll,{},0.070,blazar,0.100,0.013,-0.086,-0.602,,0.157,0.000
4FGL J1325.3-5413,unID-pulsar,8.309,307.933,12.217,14.422,,0.000,unID,{2},0.053,,0.589,1.486,0.600,0.532,0.247,0.222,0.640
4FGL J1325.4-4706,unID-pulsar,15.361,308.921,16.347,5.111,,0.000,unID,{5},0.121,,0.669,0.267,0.778,0.207,0.256,0.328,0.940
4FGL J1325.5-4300,rdg-blazar,19.418,309.529,37.314,77.715,RDG,1.000,rdg,{10},0.017,,0.100,1749.145,-0.077,0.171,,0.016,0.000
4FGL J1325.6-0227,bll-blazar,59.288,319.850,16.916,6.431,bll,0.995,bll,{},0.086,blazar,5.337,0.036,0.745,-0.316,1.944,0.402,0.000
4FGL J1326.0+3507,unID-blazar,79.119,82.315,83.520,13.985,,0.000,unID,{},0.090,,1.287,0.081,0.303,-0.685,0.582,0.145,0.000
4FGL J1326.1-6800,bcu_unk-pulsar,-5.349,306.185,8.063,6.335,bcu,0.958,bcu_unk,{},0.237,,0.458,1.061,1.388,0.577,0.158,0.616,0.700
4FGL J1326.1+2933,bll-blazar,81.989,52.574,22.273,8.781,bll,0.998,bll,{3},0.055,blazar,0.100,0.041,0.005,-0.594,,0.157,0.000
4FGL J1326.1+1232,bll-blazar,73.289,333.789,13.281,5.308,bll,0.989,bll,{},0.065,blazar,8.237,0.019,0.834,-0.305,3.605,0.701,0.020
4FGL J1326.2+4115,bll-blazar,74.163,98.309,29.964,9.987,bll,0.988,bll,{},0.141,blazar,0.100,0.292,-0.039,-0.649,,0.228,0.000
4FGL J1326.6+0152,bcu_unk-blazar,63.380,322.885,26.455,4.923,bcu,0.997,bcu_unk,{},0.088,,19.639,0.011,0.202,-0.351,40.337,0.345,0.000
4FGL J1326.6-4729,glc-pulsar,14.958,309.078,14.679,25.885,glc,0.998,glc,{},0.028,,1.392,10.017,1.022,0.230,0.104,0.132,0.940
4FGL J1326.7-0503,fsrq-blazar,56.694,319.118,10.152,4.611,fsrq,0.946,fsrq,{},0.056,blazar,86.620,0.017,0.188,-0.278,265.919,0.312,0.010
4FGL J1326.8-5256,bll-blazar,9.562,308.334,483.153,46.342,bll,1.000,bll,{},0.021,blazar,0.505,18.086,0.250,0.567,0.148,0.051,0.000
4FGL J1326.9+2210,fsrq-blazar,80.542,3.269,304.155,32.575,fsrq,0.999,fsrq,{},0.029,blazar,0.164,13.265,0.278,-0.539,0.071,0.063,0.000
4FGL J1327.0+3154,bcu_unk-blazar,80.901,66.692,17.909,4.479,bcu,0.000,bcu_unk,{},0.122,,0.100,0.060,-0.082,-0.622,,0.151,0.000
4FGL J1327.8+2522,bll-blazar,81.661,22.890,14.660,4.562,bll,0.903,bll,{},0.124,blazar,19.154,0.014,0.427,-0.661,16.253,0.451,0.000
4FGL J1328.4-6231,unID-pulsar,0.045,307.189,5.919,7.452,,0.000,unID,"{1,2,5,14}",0.165,,0.306,20.806,0.797,1.460,0.137,0.293,0.610
4FGL J1328.5-4727,bll-blazar,14.943,309.407,20.465,19.905,bll,0.999,bll,{},0.023,blazar,10.366,0.714,0.124,0.230,7.110,0.092,0.000
4FGL J1328.6+1145,bll-blazar,72.323,334.360,17.231,8.409,bll,0.997,bll,{},0.072,blazar,27.859,0.129,1.503,-0.283,9.215,1.503,0.000
4FGL J1328.9+5019,unID-blazar,65.718,108.294,30.555,5.003,,0.680,unID,{5},0.272,,0.100,0.432,0.562,-0.636,0.089,0.294,0.080
4FGL J1329.0-5607,bll-blazar,6.368,308.193,1163.969,54.115,bll,1.000,bll,{},0.017,blazar,0.228,108.659,0.261,0.603,0.064,0.039,0.000
4FGL J1329.4-0530,bcu_unk-pulsar,56.093,320.086,12.425,12.335,bcu,0.979,bcu_unk,{},0.063,,1.512,0.326,1.118,-0.261,0.314,0.413,0.970
4FGL J1329.6+4739,unID-blazar,68.152,105.439,12.424,4.497,,0.000,unID,{},0.057,,4.584,0.003,0.161,-0.570,6.955,0.243,0.020
4FGL J1329.8-1559,unID-blazar,45.887,316.236,16.887,4.553,,0.000,unID,{},0.076,,2.051,0.011,0.267,-0.113,2.359,0.279,0.020
4FGL J1329.9-6108,unID-pulsar,1.384,307.564,21.054,27.717,,0.000,unID,{},0.034,,1.782,12.492,0.746,1.046,0.240,0.147,0.790
4FGL J1330.2-7003,bcu_unk-blazar,-7.438,306.255,1070.705,37.443,bcu,1.000,bcu_unk,{},0.023,,0.396,13.765,0.363,0.416,0.097,0.064,0.000
4FGL J1330.2+7002,bll-blazar,46.722,118.113,35.763,20.737,bll,0.999,bll,{},0.034,blazar,10.394,0.118,0.155,-0.634,6.474,0.092,0.000
4FGL J1330.2-3946,unID-blazar,22.493,311.002,10.487,4.373,,0.000,unID,{},0.287,,0.100,0.907,0.137,0.186,0.057,0.255,0.020
4FGL J1330.3+4441,bll-blazar,70.790,101.536,15.756,16.878,bll,0.999,bll,{},0.050,blazar,2.847,0.106,0.339,-0.568,0.961,0.175,0.060
4FGL J1330.4+3157,bll-blazar,80.250,64.980,17.529,4.536,bll,0.962,bll,{},0.158,blazar,0.313,0.015,0.288,-0.678,0.787,0.365,0.100
4FGL J1330.4+2416,bll-blazar,80.763,17.092,9.539,4.992,bll,0.999,bll,{},0.050,blazar,0.100,0.198,-0.100,-0.614,,0.126,0.000
4FGL J1330.7+5200,bcu_unk-blazar,64.043,109.052,34.240,18.963,bcu,0.997,bcu_unk,{},0.048,,0.100,0.758,0.093,-0.627,0.069,0.092,0.000
4FGL J1330.7+2933,bcu_unk-blazar,81.015,50.887,92.452,10.826,bcu,,bcu_unk,{},0.086,,0.672,0.116,1.094,-0.614,0.211,0.564,0.110
4FGL J1331.0+3032,css-blazar,80.687,56.791,6.415,8.972,css,0.985,css,{},0.075,,0.100,0.185,0.165,-0.649,0.228,0.179,0.070
4FGL J1331.0+5653,bll-blazar,59.410,112.300,16.506,9.952,bll,0.993,bll,{},0.052,blazar,22.920,0.017,0.114,-0.624,58.467,0.364,0.000
4FGL J1331.2-1325,bll-blazar,48.307,317.582,64.764,12.031,bll,0.990,bll,{},0.087,blazar,0.442,0.852,0.478,-0.139,0.314,0.270,0.010
4FGL J1331.3-3818,unID-blazar,23.904,311.483,16.024,5.540,,0.000,unID,{9},0.199,,2.582,0.023,0.311,0.106,2.568,0.455,0.010
4FGL J1331.6+1711,bll-blazar,76.395,348.041,25.932,13.401,bll,0.997,bll,{},0.050,blazar,0.132,0.242,0.104,-0.375,0.376,0.107,0.000
4FGL J1331.7-0343,fsrq-blazar,57.649,321.978,54.480,8.266,fsrq,0.943,fsrq,{3},0.313,blazar,0.623,0.215,1.451,-0.286,0.243,0.771,0.040
4FGL J1331.7-0647,bcu_unk-blazar,54.699,320.444,31.002,8.852,bcu,0.989,bcu_unk,{},0.116,,4.763,0.072,0.607,-0.234,1.508,0.306,0.000
4FGL J1332.0-0509,fsrq-blazar,56.249,321.366,2504.657,55.117,fsrq,1.000,fsrq,{},0.020,blazar,0.130,119.693,0.309,-0.269,0.029,0.038,0.000
4FGL J1332.2+4722,fsrq-blazar,68.233,104.064,47.628,7.488,fsrq,0.975,fsrq,{},0.173,blazar,0.165,0.211,0.294,-0.513,0.284,0.230,0.000
4FGL J1332.6-1256,fsrq-blazar,48.701,318.234,983.523,54.646,fsrq,0.999,fsrq,{},0.020,blazar,0.123,98.489,0.207,-0.165,0.055,0.039,0.000
4FGL J1333.0-6626,bcu_unk-blazar,-3.903,307.082,27.960,5.709,bcu,0.977,bcu_unk,"{1,4}",0.122,,0.482,0.775,0.693,0.760,0.272,0.326,0.130
4FGL J1333.2-4707,unID-pulsar,15.153,310.281,8.765,5.857,,0.000,unID,{3},0.093,,0.767,0.103,0.538,0.244,0.761,0.640,0.970
4FGL J1333.2+2725,fsrq-blazar,80.698,37.139,62.782,19.958,fsrq,0.996,fsrq,{},0.047,blazar,0.100,0.970,0.065,-0.664,0.051,0.075,0.000
4FGL J1333.4+1540,unID-blazar,74.955,345.492,22.865,4.759,,0.000,unID,{},0.095,,0.100,0.128,-0.100,-0.342,,0.132,0.000
4FGL J1333.7+5056,fsrq-blazar,64.873,107.120,338.299,36.612,fsrq,0.990,fsrq,{},0.034,blazar,0.255,2.847,0.216,-0.605,0.117,0.057,0.000
4FGL J1334.1-4154,unID-blazar,20.253,311.391,15.883,6.216,,0.000,unID,{5},0.089,,0.100,2.363,-0.100,0.173,,0.085,0.000
4FGL J1334.1-3521,bcu_unk-blazar,26.707,312.682,11.599,5.369,bcu,0.996,bcu_unk,{},0.068,,850.755,0.048,0.069,-0.012,9683.280,0.180,0.000
4FGL J1334.5+5634,fsrq-blazar,59.563,111.198,21.232,6.200,fsrq,0.991,fsrq,{5},0.070,blazar,0.100,0.192,-0.080,-0.638,,0.104,0.000
4FGL J1334.6-4435,unID-blazar,17.603,310.973,5.570,7.637,,0.000,unID,{1},0.082,,0.438,0.419,0.679,0.168,0.319,0.471,0.460
4FGL J1334.8-3856,unID-blazar,23.158,312.089,13.227,4.673,,0.520,unID,{},0.254,,0.100,0.346,0.019,0.123,,0.173,0.000
4FGL J1335.0-5656,msp,5.420,308.883,7.260,21.784,MSP,1.000,msp,{},0.037,pulsar,1.820,3.230,0.770,0.760,0.280,0.181,0.930
4FGL J1335.3-2949,bll-blazar,32.080,314.185,46.838,16.854,bll,0.999,bll,{2},0.035,blazar,4.459,0.093,0.066,-0.125,6.561,0.102,0.000
4FGL J1335.5-4546,unID-pulsar,16.414,310.924,14.395,5.282,,0.000,unID,{5},0.084,,1.252,0.078,0.730,0.187,0.752,0.547,0.990
4FGL J1335.6+4759,unID-blazar,67.431,103.393,23.806,5.040,,0.230,unID,{},0.088,,2.071,0.006,0.614,-0.554,1.411,0.594,0.500
4FGL J1335.6-4052,unID-blazar,21.232,311.888,21.980,4.531,,0.000,unID,{},0.062,,0.100,1.003,-0.100,0.175,,0.089,0.000
4FGL J1336.2+2107,bll-blazar,78.159,4.855,9.279,6.413,bll,0.992,bll,{},0.118,blazar,0.100,0.028,0.003,-0.423,,0.133,0.000
4FGL J1336.2+2320,bll-blazar,79.195,14.847,21.534,9.387,bll,0.999,bll,{},0.053,blazar,4.271,0.032,0.409,-0.505,2.094,0.381,0.010
4FGL J1336.2+2053,bcu_unk-blazar,78.017,3.932,10.515,4.025,bcu,,bcu_unk,{13},0.074,,9.100,0.030,1.733,-0.423,2.789,1.283,0.010
4FGL J1336.5-1529,bcu_unk-blazar,45.994,318.688,281.483,15.002,bcu,0.999,bcu_unk,{},0.041,,0.189,0.360,0.102,-0.098,0.453,0.097,0.000
4FGL J1336.9-4611,unID-pulsar,15.950,311.094,17.970,6.278,,0.000,unID,{},0.097,,0.502,0.295,0.813,0.192,0.246,0.397,0.600
4FGL J1337.4+5502,fsrq-blazar,60.857,109.357,31.327,5.857,fsrq,0.984,fsrq,{},0.143,blazar,0.100,0.633,0.041,-0.632,,0.201,0.000
4FGL J1337.5-7802,bcu_unk-blazar,-15.394,305.392,6.143,10.250,bcu,0.000,bcu_unk,{3},0.063,,2.009,0.051,0.215,0.126,2.106,0.197,0.010
4FGL J1337.6-1257,fsrq-blazar,48.378,320.038,478.156,54.453,fsrq,0.999,fsrq,{},0.024,blazar,0.237,25.609,0.235,-0.082,0.089,0.049,0.000
4FGL J1337.9-1956,bcu_unk-blazar,41.597,317.609,31.961,5.705,bcu,0.980,bcu_unk,{},0.101,,0.100,0.420,0.046,-0.021,,0.173,0.000
4FGL J1338.0+6534,fsrq-blazar,50.864,115.324,59.500,7.906,fsrq,0.984,fsrq,{},0.163,blazar,0.100,0.578,0.279,-0.553,0.124,0.204,0.010
4FGL J1338.0-4159,unID-blazar,20.041,312.134,27.933,6.547,,0.000,unID,{},0.048,,7.039,0.035,0.476,0.191,3.518,0.397,0.000
4FGL J1338.1-0931,bcu_unk-blazar,51.646,321.688,12.229,4.409,bcu,0.998,bcu_unk,{},0.073,,7.717,0.007,0.262,-0.152,7.641,0.217,0.000
4FGL J1338.4-5923,unID-blazar,2.935,308.889,18.185,5.444,,0.200,unID,"{4,14}",0.112,,0.412,0.979,0.571,0.849,0.336,0.328,0.500
4FGL J1338.8-4509,unID-blazar,16.904,311.643,9.886,6.475,,0.000,unID,{2},0.064,,0.100,0.901,-0.077,0.150,,0.099,0.000
4FGL J1338.9+1153,bll-blazar,71.127,341.421,36.886,16.886,bll,0.999,bll,{},0.030,blazar,5.887,0.147,0.024,-0.307,19.001,0.070,0.000
4FGL J1339.0-2400,bcu_unk-blazar,37.590,316.680,67.341,23.493,bcu,1.000,bcu_unk,{},0.031,,0.309,1.441,0.154,-0.049,0.250,0.067,0.000
4FGL J1339.1-2620,fsrq-blazar,35.316,316.066,157.632,14.436,fsrq,0.997,fsrq,{},0.082,blazar,0.307,0.116,0.144,-0.052,0.609,0.134,0.010
4FGL J1339.9-0138,fsrq-blazar,58.956,326.939,61.954,11.319,fsrq,0.996,fsrq,{},0.114,blazar,0.968,0.250,1.143,-0.320,0.199,0.401,0.170
4FGL J1340.0-1501,bcu_unk-blazar,46.223,320.035,12.020,5.925,bcu,,bcu_unk,{3},0.038,,9.493,0.018,0.369,-0.138,6.628,0.427,0.030
4FGL J1340.1+3857,bcu_unk-blazar,74.399,85.329,41.103,7.069,bcu,0.000,bcu_unk,{},0.297,,0.278,0.072,0.383,-0.672,0.297,0.279,0.000
4FGL J1340.4+6926,bcu_unk-blazar,47.082,116.651,162.747,12.294,bcu,0.972,bcu_unk,{},0.104,,0.100,0.460,0.097,-0.594,0.030,0.132,0.000
4FGL J1340.5+4409,bll-blazar,70.307,95.992,17.651,12.710,bll,0.999,bll,{},0.040,blazar,63.635,0.067,0.156,-0.538,139.758,0.174,0.000
4FGL J1340.8-0409,bll-blazar,56.511,325.690,23.166,13.167,bll,0.994,bll,{2},0.079,blazar,2.602,0.123,0.342,-0.288,1.007,0.188,0.000
4FGL J1341.1+7433,bcu_unk-blazar,42.135,118.506,16.963,5.163,bcu,0.995,bcu_unk,{},0.049,,14.970,0.002,0.160,-0.554,28.606,0.232,0.050
4FGL J1341.2+3958,bll-blazar,73.517,87.283,13.798,14.423,bll,0.991,bll,{},0.056,blazar,76.807,0.084,0.084,-0.672,258.436,0.122,0.000
4FGL J1341.7-3907,bcu_unk-blazar,22.717,313.481,28.426,7.661,bcu,0.994,bcu_unk,{},0.056,,19.879,0.018,0.187,0.127,29.856,0.313,0.000
4FGL J1341.7-6216,psr,0.023,308.744,10.125,12.570,PSR,1.000,psr,{3},0.069,pulsar,0.276,18.614,0.195,1.592,0.450,0.116,0.640
4FGL J1341.8-2053,fsrq-blazar,40.456,318.470,143.224,9.400,fsrq,0.992,fsrq,{},0.099,blazar,0.100,2.512,0.308,0.043,0.097,0.169,0.000
4FGL J1342.0+1043,unID-blazar,69.739,341.326,12.401,4.263,,0.000,unID,{},0.076,,2.462,0.008,0.346,-0.340,2.581,0.422,0.010
4FGL J1342.6-5730,unID-pulsar,4.688,309.787,4.990,5.324,,0.000,unID,"{1,4}",0.072,,0.358,0.268,0.327,0.660,0.537,0.257,0.720
4FGL J1342.6+0944,fsrq-blazar,68.818,340.151,24.682,12.902,fsrq,0.987,fsrq,{2},0.081,blazar,2.284,0.059,0.138,-0.359,2.280,0.128,0.000
4FGL J1342.7+0505,bll-blazar,64.799,334.216,8.248,11.729,bll,0.992,bll,{},0.114,blazar,0.100,0.139,0.039,-0.382,0.249,0.120,0.000
4FGL J1343.5-6827,unID-pulsar,-6.071,307.704,8.757,7.778,,0.000,unID,"{1,2}",0.189,,0.847,0.517,1.918,0.441,,,0.990
4FGL J1343.6+5755,fsrq-blazar,57.870,109.897,20.543,4.625,fsrq,0.985,fsrq,{},0.152,blazar,0.100,0.139,0.030,-0.635,,0.182,0.000
4FGL J1343.8-6208,spp-pulsar,0.109,309.014,5.270,7.142,spp,0.800,spp,"{2,5,14}",0.125,,0.361,9.491,0.295,1.571,0.502,0.166,0.560
4FGL J1344.0+6605,fsrq-blazar,50.177,114.653,49.708,16.001,fsrq,0.999,fsrq,{},0.048,blazar,0.122,0.185,0.179,-0.521,0.249,0.139,0.000
4FGL J1344.1-7700,bcu_unk-pulsar,-14.453,305.964,6.638,7.519,bcu,0.965,bcu_unk,{2},0.180,,0.261,0.303,0.349,0.225,0.329,0.306,0.510
4FGL J1344.2-1723,fsrq-blazar,43.669,320.465,539.070,44.362,fsrq,1.000,fsrq,{},0.022,blazar,0.668,6.943,0.270,0.051,0.145,0.053,0.000
4FGL J1344.2-6517,unID-pulsar,-2.989,308.422,10.993,4.346,,0.000,unID,{},0.063,,0.694,0.187,0.405,0.813,0.908,0.334,0.630
4FGL J1344.4-3656,bcu_unk-blazar,24.735,314.582,23.923,12.260,bcu,0.994,bcu_unk,{},0.057,,0.100,0.411,0.008,-0.008,,0.086,0.000
4FGL J1344.9-6228,spp-pulsar,-0.246,309.074,10.699,12.525,spp,0.800,spp,"{2,5,14}",0.081,,0.877,28.770,0.666,1.697,0.509,0.275,1.000
4FGL J1345.3-6253,spp-pulsar,-0.653,309.027,15.194,7.551,spp,0.800,spp,"{3,5,14}",0.088,,0.982,6.056,0.837,1.617,0.658,0.456,0.920
4FGL J1345.5+4453,fsrq-blazar,69.204,95.089,7749.624,170.954,fsrq,1.000,fsrq,{},0.010,blazar,0.202,597.123,0.180,-0.500,0.023,0.012,0.000
4FGL J1345.6-3356,bll-blazar,27.590,315.599,74.446,15.104,bll,0.998,bll,{},0.032,blazar,0.100,0.278,0.004,-0.047,,0.065,0.000
4FGL J1345.7-4703,unID-pulsar,14.809,312.464,16.700,4.586,,0.000,unID,{},0.183,,0.579,0.373,1.757,0.269,0.151,0.764,0.600
